shipment_id,batch_id,origin_warehouse_id,destination_id,departure_time,arrival_time,carrier_name,vehicle_id,temperature_min,temperature_max,temperature_avg,humidity_avg,status,route_id,distance_km,created_at
SHP-000388,BAT-002420,WH-0034,WH-0145,2025-03-26 14:46:47,2025-03-29 17:46:47,MedFreight Solutions,VH-3455,3.1,7.0,4.6,51.3,delivered,RT-0198,152.3,2025-03-25 15:46:47
SHP-000389,BAT-002509,WH-0052,OUT-0450,2025-06-18 10:37:19,2025-06-21 21:37:19,MedRoute Global,VH-9181,9.7,12.7,11.2,59.8,delayed,RT-0091,3954.6,2025-06-17 22:37:19
SHP-000390,BAT-001941,WH-0009,OUT-0216,2023-12-15 16:16:32,2023-12-16 16:16:32,TempGuard Logistics,VH-6455,6.2,11.6,8.6,66.6,delivered,RT-0120,501.2,2023-12-14 22:16:32
SHP-000391,BAT-002848,WH-0122,OUT-0288,2023-04-28 03:52:19,2023-05-02 10:52:19,VitalMove Corp,VH-7120,-1.1,2.9,1.0,58.3,in_transit,RT-0087,4358.2,2023-04-27 20:52:19
SHP-000392,BAT-001798,WH-0065,OUT-0148,2024-02-20 13:30:19,2024-02-24 18:30:19,TempGuard Logistics,VH-6313,-5.9,-0.7,-3.1,32.2,rejected,RT-0173,1815.4,2024-02-19 19:30:19
SHP-000393,BAT-000877,WH-0045,WH-0072,2024-01-26 14:34:03,2024-01-28 13:34:03,ArcticLine Shipping,VH-8628,-0.3,5.7,3.5,33.9,rejected,RT-0173,4963.0,2024-01-26 13:34:03
SHP-000394,BAT-000778,WH-0089,OUT-0331,2023-06-11 00:03:24,2023-06-15 14:03:24,ColdChain Express,VH-9574,4.2,9.0,6.8,33.0,in_transit,RT-0038,3020.7,2023-06-10 08:03:24
SHP-000395,BAT-001055,WH-0092,OUT-0199,2023-10-05 18:42:20,2023-10-08 13:42:20,LifeLine Logistics,VH-4785,1.9,7.3,5.9,47.4,rejected,RT-0121,901.7,2023-10-05 15:42:20
SHP-000396,BAT-002531,WH-0066,WH-0103,2024-02-15 14:29:20,2024-02-16 12:29:20,CryoShip Int'l,VH-9182,2.7,7.1,4.5,44.5,delivered,RT-0042,1118.9,2024-02-14 20:29:20
SHP-000397,BAT-001157,WH-0071,OUT-0243,2025-08-11 10:40:44,2025-08-13 16:40:44,TempGuard Logistics,VH-8101,3.6,10.2,6.5,33.7,rejected,RT-0056,2388.1,2025-08-11 02:40:44
SHP-000398,BAT-000603,WH-0052,OUT-0409,2024-03-17 11:55:47,2024-03-18 08:55:47,PrecisionCold Transport,VH-3011,2.7,9.7,5.7,43.3,delivered,RT-0142,1300.7,2024-03-16 22:55:47
SHP-000399,BAT-001121,WH-0040,OUT-0173,2023-11-04 18:44:20,2023-11-07 11:44:20,PrecisionCold Transport,VH-6675,0.3,6.3,3.7,37.9,delivered,RT-0191,1881.1,2023-11-03 21:44:20
SHP-000400,BAT-002076,WH-0001,OUT-0364,2023-07-01 23:55:35,2023-07-06 17:55:35,SafeShip Pharma,VH-9257,-2.1,2.5,0.5,49.6,rejected,RT-0099,3156.1,2023-07-01 07:55:35
SHP-000401,BAT-002734,WH-0038,OUT-0036,2023-12-16 23:29:42,2023-12-20 00:29:42,ColdChain Express,VH-1680,0.1,4.3,2.7,64.4,delayed,RT-0059,1161.8,2023-12-16 11:29:42
SHP-000402,BAT-000337,WH-0069,OUT-0059,2025-10-29 13:38:00,2025-11-02 02:38:00,MedFreight Solutions,VH-9632,2.1,7.1,5.5,68.3,rejected,RT-0157,1886.0,2025-10-28 21:38:00
SHP-000403,BAT-002803,WH-0023,OUT-0468,2024-10-17 18:39:55,2024-10-20 15:39:55,SafeShip Pharma,VH-5757,-3.3,-0.6,-1.8,69.5,delivered,RT-0150,1645.7,2024-10-17 08:39:55
SHP-000404,BAT-002479,WH-0050,WH-0090,2024-12-05 13:41:05,2024-12-05 19:41:05,PrecisionCold Transport,VH-7742,1.5,6.1,3.2,46.0,delivered,RT-0158,4176.1,2024-12-04 14:41:05
SHP-000405,BAT-000365,WH-0117,OUT-0108,2023-09-14 09:58:42,2023-09-17 11:58:42,SafeShip Pharma,VH-1201,1.2,6.7,5.2,44.3,rejected,RT-0131,4836.6,2023-09-13 20:58:42
SHP-000406,BAT-000398,WH-0028,WH-0144,2025-01-20 01:39:58,2025-01-21 08:39:58,ColdChain Express,VH-9659,-4.2,0.8,-0.6,45.7,delayed,RT-0120,977.3,2025-01-20 00:39:58
SHP-000407,BAT-000546,WH-0004,OUT-0445,2023-04-03 19:53:11,2023-04-04 08:53:11,SafeShip Pharma,VH-1201,6.6,11.6,9.0,45.2,delivered,RT-0089,156.9,2023-04-03 03:53:11
SHP-000408,BAT-001101,WH-0104,WH-0074,2024-07-23 02:22:55,2024-07-23 09:22:55,CryoShip Int'l,VH-3076,1.3,8.6,5.3,67.3,delivered,RT-0065,2488.1,2024-07-22 17:22:55
SHP-000409,BAT-002826,WH-0110,OUT-0164,2023-05-06 22:02:44,2023-05-07 11:02:44,TempGuard Logistics,VH-7362,-0.3,6.3,3.4,45.8,delivered,RT-0021,4775.1,2023-05-06 09:02:44
SHP-000410,BAT-001893,WH-0098,OUT-0435,2025-12-13 10:46:38,2025-12-14 04:46:38,VitalMove Corp,VH-9744,2.2,8.6,6.2,38.4,in_transit,RT-0029,196.4,2025-12-12 16:46:38
SHP-000411,BAT-002494,WH-0117,OUT-0046,2025-09-16 18:13:40,2025-09-20 15:13:40,PrecisionCold Transport,VH-3142,-2.9,2.8,-0.3,36.2,delivered,RT-0190,2077.9,2025-09-16 08:13:40
SHP-000412,BAT-001467,WH-0001,OUT-0118,2023-05-29 22:25:12,2023-05-31 02:25:12,ArcticLine Shipping,VH-8941,0.3,3.2,1.4,59.6,delivered,RT-0068,990.4,2023-05-29 14:25:12
SHP-000413,BAT-002006,WH-0032,OUT-0065,2024-11-17 21:49:42,2024-11-22 06:49:42,VitalMove Corp,VH-8388,3.3,9.8,6.7,60.9,rejected,RT-0149,616.6,2024-11-17 19:49:42
SHP-000414,BAT-001419,WH-0067,OUT-0470,2024-11-02 08:05:42,2024-11-03 01:05:42,VitalMove Corp,VH-2323,-1.2,3.4,1.4,58.2,delivered,RT-0120,4676.3,2024-11-02 07:05:42
SHP-000415,BAT-001470,WH-0086,OUT-0179,2025-01-04 00:57:55,2025-01-08 16:57:55,ColdChain Express,VH-4486,-1.1,5.6,2.2,48.2,delivered,RT-0182,1311.2,2025-01-03 01:57:55
SHP-000416,BAT-002779,WH-0144,OUT-0468,2024-07-31 08:58:29,2024-08-02 22:58:29,MedFreight Solutions,VH-9843,-2.3,2.7,1.2,68.5,delivered,RT-0117,1933.0,2024-07-31 02:58:29
SHP-000417,BAT-000713,WH-0143,WH-0016,2025-03-15 11:32:10,2025-03-18 22:32:10,BioTransport Inc,VH-9830,0.2,6.1,3.0,55.8,in_transit,RT-0183,3805.4,2025-03-14 18:32:10
SHP-000418,BAT-001428,WH-0147,OUT-0033,2024-03-23 16:13:01,2024-03-28 01:13:01,VitalMove Corp,VH-5040,-0.6,3.1,1.7,52.8,delivered,RT-0132,3176.4,2024-03-22 18:13:01
SHP-000419,BAT-002295,WH-0140,WH-0141,2024-11-26 21:26:33,2024-11-30 10:26:33,MedRoute Global,VH-2027,4.9,11.9,8.2,50.7,delayed,RT-0101,1948.0,2024-11-26 16:26:33
SHP-000420,BAT-000102,WH-0129,WH-0088,2024-11-12 22:48:35,2024-11-13 16:48:35,SafeShip Pharma,VH-8720,0.7,7.0,3.2,40.0,delivered,RT-0194,3789.5,2024-11-12 20:48:35
SHP-000421,BAT-000976,WH-0047,OUT-0410,2025-04-30 21:14:09,2025-05-05 13:14:09,MedFreight Solutions,VH-3462,6.5,11.6,9.3,33.7,delayed,RT-0100,900.7,2025-04-29 22:14:09
SHP-000422,BAT-000391,WH-0024,OUT-0368,2023-11-21 14:07:54,2023-11-24 14:07:54,PharmaLogix,VH-7999,4.3,9.1,5.4,58.9,rejected,RT-0101,1709.5,2023-11-21 07:07:54
SHP-000423,BAT-001400,WH-0128,OUT-0198,2023-02-25 19:05:55,2023-02-28 00:05:55,ColdChain Express,VH-2492,-1.6,2.6,0.6,67.2,rejected,RT-0034,1045.7,2023-02-24 22:05:55
SHP-000424,BAT-001657,WH-0106,OUT-0098,2023-05-13 01:32:38,2023-05-14 20:32:38,CryoShip Int'l,VH-7801,-2.9,1.0,-0.0,35.2,delayed,RT-0029,4325.2,2023-05-13 00:32:38
SHP-000425,BAT-001082,WH-0091,WH-0060,2023-07-19 15:36:25,2023-07-20 14:36:25,TempGuard Logistics,VH-8882,3.4,8.8,5.9,66.0,delayed,RT-0091,874.6,2023-07-19 10:36:25
SHP-000426,BAT-002349,WH-0142,OUT-0248,2023-07-24 01:01:27,2023-07-25 13:01:27,ArcticLine Shipping,VH-1842,5.4,11.5,8.3,36.4,in_transit,RT-0093,3441.4,2023-07-23 13:01:27
SHP-000427,BAT-000491,WH-0060,WH-0007,2025-05-26 23:21:48,2025-05-31 22:21:48,LifeLine Logistics,VH-4905,3.4,8.7,6.7,57.0,delivered,RT-0039,4947.0,2025-05-26 04:21:48
SHP-000428,BAT-000364,WH-0077,WH-0064,2025-01-03 17:56:54,2025-01-08 02:56:54,MedFreight Solutions,VH-1044,4.2,10.7,8.0,47.5,delayed,RT-0009,2720.8,2025-01-03 07:56:54
SHP-000429,BAT-000071,WH-0102,OUT-0290,2024-09-10 22:03:01,2024-09-15 01:03:01,VitalMove Corp,VH-8388,0.9,6.7,4.7,41.3,delivered,RT-0151,621.6,2024-09-10 00:03:01
SHP-000430,BAT-000494,WH-0060,OUT-0020,2024-12-17 22:57:57,2024-12-18 05:57:57,ArcticLine Shipping,VH-6862,0.8,5.7,2.8,65.0,delivered,RT-0109,4603.6,2024-12-17 16:57:57
SHP-000431,BAT-001555,WH-0136,OUT-0144,2025-09-07 07:21:33,2025-09-09 04:21:33,SafeShip Pharma,VH-7059,-0.2,6.3,3.0,62.1,delivered,RT-0084,1658.5,2025-09-07 05:21:33
SHP-000432,BAT-002006,WH-0053,OUT-0330,2023-06-02 01:36:16,2023-06-03 06:36:16,ColdChain Express,VH-3254,3.9,6.5,5.5,63.1,in_transit,RT-0045,3753.4,2023-06-01 09:36:16
SHP-000433,BAT-000362,WH-0015,WH-0101,2023-06-23 11:27:29,2023-06-24 13:27:29,VitalMove Corp,VH-8941,-3.5,0.3,-1.0,56.0,in_transit,RT-0136,752.1,2023-06-22 11:27:29
SHP-000434,BAT-002765,WH-0044,OUT-0306,2025-10-19 05:31:04,2025-10-22 05:31:04,MedFreight Solutions,VH-9632,4.3,9.2,5.7,44.1,delivered,RT-0086,3949.1,2025-10-18 17:31:04
SHP-000435,BAT-000975,WH-0053,OUT-0496,2023-09-26 15:56:36,2023-09-30 01:56:36,PharmaLogix,VH-2535,3.5,7.3,5.0,68.4,delayed,RT-0049,4103.3,2023-09-25 21:56:36
SHP-000436,BAT-002799,WH-0023,WH-0083,2024-03-25 18:56:34,2024-03-28 19:56:34,VitalMove Corp,VH-4385,6.6,13.3,10.0,68.8,rejected,RT-0133,1915.0,2024-03-25 13:56:34
SHP-000437,BAT-000581,WH-0114,OUT-0386,2023-06-29 10:48:03,2023-07-01 21:48:03,ColdChain Express,VH-9371,2.9,8.3,4.4,57.6,delivered,RT-0084,917.9,2023-06-29 00:48:03
SHP-000438,BAT-000834,WH-0027,OUT-0362,2025-04-12 23:35:55,2025-04-17 20:35:55,MedFreight Solutions,VH-7636,3.7,9.3,7.3,52.1,in_transit,RT-0090,3243.4,2025-04-12 00:35:55
SHP-000439,BAT-000044,WH-0020,OUT-0036,2024-05-31 18:48:21,2024-06-03 02:48:21,SafeShip Pharma,VH-7803,-2.1,2.0,0.6,63.8,delivered,RT-0030,2239.9,2024-05-30 21:48:21
SHP-000440,BAT-000772,WH-0097,WH-0068,2024-07-01 04:16:42,2024-07-02 20:16:42,MedRoute Global,VH-2071,3.4,9.0,5.3,49.6,delayed,RT-0049,382.6,2024-06-30 23:16:42
SHP-000441,BAT-002661,WH-0126,WH-0143,2024-01-06 06:43:50,2024-01-07 18:43:50,VitalMove Corp,VH-8120,-3.6,2.9,-0.2,34.0,delayed,RT-0169,4197.5,2024-01-06 02:43:50
SHP-000442,BAT-002144,WH-0083,OUT-0069,2023-10-28 10:51:54,2023-10-29 13:51:54,ArcticLine Shipping,VH-4642,-1.0,3.8,2.8,61.6,delayed,RT-0094,2600.6,2023-10-28 01:51:54
SHP-000443,BAT-000801,WH-0049,OUT-0268,2025-03-24 13:11:09,2025-03-25 15:11:09,PrecisionCold Transport,VH-2951,2.2,6.5,5.1,52.5,delayed,RT-0029,1529.9,2025-03-23 22:11:09
SHP-000444,BAT-002537,WH-0021,WH-0141,2023-10-05 23:47:57,2023-10-06 06:47:57,TempGuard Logistics,VH-4823,0.7,5.2,1.7,39.1,rejected,RT-0137,890.8,2023-10-05 21:47:57
SHP-000445,BAT-002104,WH-0009,OUT-0280,2024-05-27 05:07:21,2024-05-29 12:07:21,VitalMove Corp,VH-3626,-5.6,-0.9,-2.5,35.0,delivered,RT-0190,2381.0,2024-05-26 18:07:21
SHP-000446,BAT-001485,WH-0103,OUT-0198,2024-08-01 12:48:29,2024-08-02 17:48:29,PharmaLogix,VH-8506,5.1,8.9,7.0,60.3,delivered,RT-0021,1625.5,2024-07-31 12:48:29
SHP-000447,BAT-000029,WH-0076,OUT-0111,2024-03-03 11:37:22,2024-03-07 11:37:22,PrecisionCold Transport,VH-7937,0.0,6.9,3.7,49.2,in_transit,RT-0012,3316.8,2024-03-03 04:37:22
SHP-000448,BAT-002356,WH-0144,WH-0039,2025-01-18 13:24:07,2025-01-21 17:24:07,SafeShip Pharma,VH-8679,7.0,10.6,8.2,56.5,delayed,RT-0105,1854.3,2025-01-17 22:24:07
SHP-000449,BAT-002728,WH-0134,OUT-0411,2023-11-09 07:10:56,2023-11-12 09:10:56,PharmaLogix,VH-9831,7.2,12.6,10.7,69.6,rejected,RT-0036,1658.6,2023-11-08 23:10:56
SHP-000450,BAT-000893,WH-0048,WH-0113,2025-08-08 17:34:44,2025-08-13 17:34:44,TempGuard Logistics,VH-5739,0.2,6.1,4.1,37.8,delivered,RT-0008,3984.0,2025-08-08 16:34:44
SHP-000451,BAT-001975,WH-0022,OUT-0457,2025-12-12 08:10:18,2025-12-16 07:10:18,SafeShip Pharma,VH-8628,4.7,10.2,6.7,41.0,delivered,RT-0034,2535.1,2025-12-12 00:10:18
SHP-000452,BAT-002436,WH-0106,WH-0012,2023-05-02 03:00:50,2023-05-04 01:00:50,ColdChain Express,VH-2868,5.1,8.5,6.8,45.0,delayed,RT-0033,978.1,2023-05-01 05:00:50
SHP-000453,BAT-002742,WH-0124,OUT-0215,2024-05-16 17:01:01,2024-05-17 22:01:01,VitalMove Corp,VH-4763,1.1,7.9,4.4,64.7,rejected,RT-0170,1577.0,2024-05-16 10:01:01
SHP-000454,BAT-001317,WH-0006,OUT-0080,2024-09-17 20:29:42,2024-09-19 02:29:42,MedFreight Solutions,VH-3492,7.3,12.7,8.8,68.2,delivered,RT-0123,2586.6,2024-09-16 21:29:42
SHP-000455,BAT-001629,WH-0095,OUT-0339,2023-07-12 23:21:32,2023-07-15 18:21:32,ColdChain Express,VH-9664,-0.1,3.0,1.6,41.8,delayed,RT-0124,1080.3,2023-07-12 13:21:32
SHP-000456,BAT-001258,WH-0039,OUT-0240,2025-12-05 11:43:30,2025-12-08 06:43:30,TempGuard Logistics,VH-8649,-2.6,3.8,1.4,48.5,delayed,RT-0080,1173.8,2025-12-05 05:43:30
SHP-000457,BAT-001051,WH-0048,OUT-0104,2023-02-23 09:00:53,2023-02-23 21:00:53,PharmaLogix,VH-7573,-3.7,0.6,-0.7,32.8,delivered,RT-0185,3827.5,2023-02-22 12:00:53
SHP-000458,BAT-001557,WH-0016,OUT-0090,2024-11-30 15:45:42,2024-12-01 13:45:42,CryoShip Int'l,VH-4223,2.3,9.5,5.8,46.0,delivered,RT-0032,2292.6,2024-11-29 19:45:42
SHP-000459,BAT-001739,WH-0057,OUT-0296,2023-01-05 08:39:18,2023-01-06 11:39:18,PrecisionCold Transport,VH-2323,3.4,7.9,5.1,47.1,in_transit,RT-0186,2233.5,2023-01-04 17:39:18
SHP-000460,BAT-001092,WH-0086,OUT-0058,2023-02-26 05:29:51,2023-02-26 11:29:51,MedRoute Global,VH-9959,9.5,13.2,10.8,39.7,delivered,RT-0024,3126.1,2023-02-25 19:29:51
SHP-000461,BAT-001016,WH-0008,OUT-0076,2023-01-01 06:15:59,2023-01-02 05:15:59,TempGuard Logistics,VH-9659,2.1,7.1,3.3,32.4,delayed,RT-0019,2590.4,2023-01-01 05:15:59
SHP-000462,BAT-000747,WH-0083,OUT-0105,2023-09-05 03:32:08,2023-09-05 22:32:08,MedRoute Global,VH-7187,2.0,6.9,4.9,36.6,rejected,RT-0003,4227.6,2023-09-04 17:32:08
SHP-000463,BAT-002596,WH-0085,OUT-0483,2024-10-09 10:47:34,2024-10-12 22:47:34,BioTransport Inc,VH-8467,-2.8,3.5,0.0,57.9,delivered,RT-0087,1337.1,2024-10-08 22:47:34
SHP-000464,BAT-002171,WH-0003,OUT-0411,2024-05-16 11:07:06,2024-05-21 09:07:06,CryoShip Int'l,VH-5040,-0.6,6.0,2.7,65.5,delivered,RT-0076,4114.1,2024-05-15 18:07:06
SHP-000465,BAT-001362,WH-0009,OUT-0253,2024-11-05 04:42:20,2024-11-06 14:42:20,LifeLine Logistics,VH-2071,1.5,5.5,4.0,67.0,rejected,RT-0028,4426.3,2024-11-05 02:42:20
SHP-000466,BAT-001336,WH-0046,OUT-0339,2025-08-13 02:54:38,2025-08-16 08:54:38,VitalMove Corp,VH-2720,5.8,11.8,8.3,54.2,rejected,RT-0139,3553.5,2025-08-12 08:54:38
SHP-000467,BAT-001123,WH-0021,OUT-0389,2023-01-16 03:32:43,2023-01-17 05:32:43,SafeShip Pharma,VH-2206,0.9,6.4,4.6,65.6,delivered,RT-0084,3621.4,2023-01-15 18:32:43
SHP-000468,BAT-001195,WH-0140,OUT-0209,2025-03-06 07:31:37,2025-03-07 01:31:37,BioTransport Inc,VH-8467,6.9,13.8,10.5,65.3,delivered,RT-0022,2767.8,2025-03-05 12:31:37
SHP-000469,BAT-001996,WH-0034,OUT-0178,2023-09-21 02:31:32,2023-09-22 17:31:32,ArcticLine Shipping,VH-2482,1.0,7.1,3.4,37.9,delivered,RT-0060,2777.0,2023-09-20 14:31:32
SHP-000470,BAT-000167,WH-0139,WH-0059,2025-09-16 00:25:59,2025-09-19 23:25:59,VitalMove Corp,VH-5996,1.4,6.5,3.5,55.3,delivered,RT-0183,1745.9,2025-09-15 08:25:59
SHP-000471,BAT-001703,WH-0040,WH-0136,2025-07-28 20:02:07,2025-07-31 12:02:07,PrecisionCold Transport,VH-3700,0.3,5.6,2.3,50.1,delivered,RT-0132,3050.0,2025-07-28 17:02:07
SHP-000472,BAT-001485,WH-0059,OUT-0305,2025-05-04 15:32:19,2025-05-05 12:32:19,MedFreight Solutions,VH-6675,2.4,8.1,6.1,60.9,in_transit,RT-0015,3065.7,2025-05-03 17:32:19
SHP-000473,BAT-002205,WH-0002,OUT-0362,2025-07-18 15:43:48,2025-07-21 23:43:48,PharmaLogix,VH-6666,5.6,10.6,8.6,59.1,delivered,RT-0018,2627.4,2025-07-18 12:43:48
SHP-000474,BAT-002909,WH-0043,OUT-0002,2024-06-13 05:57:16,2024-06-16 04:57:16,ArcticLine Shipping,VH-2951,0.8,5.8,2.7,44.5,delivered,RT-0086,1822.1,2024-06-13 02:57:16
SHP-000475,BAT-001895,WH-0015,OUT-0478,2024-10-16 10:39:13,2024-10-18 08:39:13,LifeLine Logistics,VH-4550,4.1,10.6,6.9,39.2,delayed,RT-0053,3178.7,2024-10-16 06:39:13
SHP-000476,BAT-000617,WH-0131,WH-0095,2025-11-04 10:17:16,2025-11-05 01:17:16,ColdChain Express,VH-6294,1.5,8.4,4.8,34.4,in_transit,RT-0023,1206.7,2025-11-03 12:17:16
SHP-000477,BAT-001393,WH-0127,WH-0142,2025-03-06 13:49:19,2025-03-10 03:49:19,LifeLine Logistics,VH-1330,1.9,5.5,3.3,39.9,delivered,RT-0009,1302.2,2025-03-05 14:49:19
SHP-000478,BAT-001844,WH-0114,OUT-0031,2025-04-14 03:43:32,2025-04-17 07:43:32,PharmaLogix,VH-3943,1.6,6.4,2.7,41.3,delivered,RT-0124,695.8,2025-04-13 06:43:32
SHP-000479,BAT-000740,WH-0043,OUT-0425,2023-08-06 10:19:06,2023-08-09 02:19:06,BioTransport Inc,VH-1670,0.2,4.2,2.9,43.0,delayed,RT-0137,3508.8,2023-08-05 11:19:06
SHP-000480,BAT-002688,WH-0131,OUT-0312,2023-07-29 05:24:25,2023-08-02 18:24:25,PharmaLogix,VH-8882,3.0,9.6,5.9,51.1,delayed,RT-0089,3056.0,2023-07-28 12:24:25
SHP-000481,BAT-001537,WH-0027,OUT-0473,2025-05-26 07:26:56,2025-05-29 02:26:56,VitalMove Corp,VH-8649,-2.0,5.2,1.8,67.0,rejected,RT-0019,3615.5,2025-05-25 14:26:56
SHP-000482,BAT-002983,WH-0031,WH-0088,2024-11-23 14:33:02,2024-11-27 11:33:02,MedRoute Global,VH-2954,1.4,5.9,3.9,59.9,delivered,RT-0102,876.8,2024-11-22 23:33:02
SHP-000483,BAT-001664,WH-0030,OUT-0345,2025-10-15 22:08:01,2025-10-17 11:08:01,ColdChain Express,VH-4520,0.7,5.8,3.0,37.2,delivered,RT-0111,4843.1,2025-10-15 01:08:01
SHP-000484,BAT-000207,WH-0029,OUT-0495,2024-01-17 15:01:49,2024-01-22 14:01:49,TempGuard Logistics,VH-6138,0.7,6.8,4.0,39.0,in_transit,RT-0076,1825.0,2024-01-17 08:01:49
SHP-000485,BAT-001984,WH-0075,OUT-0270,2023-05-08 21:02:06,2023-05-12 04:02:06,ArcticLine Shipping,VH-2477,5.3,9.4,6.9,45.2,delivered,RT-0038,353.2,2023-05-08 01:02:06
SHP-000486,BAT-001410,WH-0016,OUT-0300,2025-04-10 18:28:11,2025-04-13 01:28:11,PharmaLogix,VH-3455,4.3,9.8,6.4,37.9,delayed,RT-0017,1567.8,2025-04-09 18:28:11
SHP-000487,BAT-002583,WH-0024,OUT-0256,2023-09-11 00:33:56,2023-09-11 13:33:56,ArcticLine Shipping,VH-4785,6.6,10.5,9.4,62.5,delivered,RT-0054,1934.3,2023-09-10 21:33:56
SHP-000488,BAT-002100,WH-0033,OUT-0153,2025-08-18 11:39:35,2025-08-19 19:39:35,PharmaLogix,VH-8112,3.7,8.3,5.7,50.8,delayed,RT-0144,2912.2,2025-08-18 04:39:35
SHP-000489,BAT-000573,WH-0065,OUT-0261,2025-12-11 04:12:20,2025-12-15 19:12:20,MedFreight Solutions,VH-1330,6.8,11.8,9.8,47.6,in_transit,RT-0048,381.7,2025-12-10 12:12:20
SHP-000490,BAT-000829,WH-0140,OUT-0096,2024-11-27 21:19:37,2024-11-28 08:19:37,LifeLine Logistics,VH-7636,2.6,7.7,4.0,62.9,rejected,RT-0149,2513.9,2024-11-27 06:19:37
SHP-000491,BAT-000543,WH-0003,OUT-0425,2025-07-09 10:07:57,2025-07-10 02:07:57,PrecisionCold Transport,VH-6357,2.5,6.8,5.3,52.9,delayed,RT-0187,850.9,2025-07-08 13:07:57
SHP-000492,BAT-000429,WH-0069,OUT-0229,2024-07-18 20:21:12,2024-07-19 08:21:12,TempGuard Logistics,VH-2266,2.1,6.3,4.5,61.5,delivered,RT-0092,996.6,2024-07-18 10:21:12
SHP-000493,BAT-002421,WH-0081,WH-0142,2024-10-09 06:48:05,2024-10-09 11:48:05,BioTransport Inc,VH-1407,-1.1,3.9,2.6,34.3,delivered,RT-0194,2222.9,2024-10-08 22:48:05
SHP-000494,BAT-000339,WH-0038,OUT-0216,2024-04-08 05:19:20,2024-04-09 08:19:20,BioTransport Inc,VH-5463,7.4,12.7,9.2,51.4,delayed,RT-0109,3440.4,2024-04-07 22:19:20
SHP-000495,BAT-000895,WH-0148,WH-0146,2023-10-27 00:16:36,2023-10-27 18:16:36,CryoShip Int'l,VH-1934,5.6,11.8,9.0,60.7,rejected,RT-0127,2416.7,2023-10-26 07:16:36
SHP-000496,BAT-000025,WH-0111,OUT-0103,2023-11-02 21:33:44,2023-11-06 05:33:44,TempGuard Logistics,VH-7519,6.6,11.7,8.7,45.0,delayed,RT-0131,4583.8,2023-11-01 21:33:44
SHP-000497,BAT-000776,WH-0014,OUT-0052,2023-05-22 15:36:45,2023-05-26 04:36:45,MedRoute Global,VH-2153,5.8,12.7,8.9,32.5,delivered,RT-0084,3526.1,2023-05-22 12:36:45
SHP-000498,BAT-002162,WH-0070,WH-0060,2023-08-09 19:12:00,2023-08-12 19:12:00,ArcticLine Shipping,VH-4614,-4.9,-2.3,-3.5,46.2,delivered,RT-0180,4591.3,2023-08-09 17:12:00
SHP-000499,BAT-000899,WH-0050,OUT-0262,2024-03-29 19:55:07,2024-04-02 00:55:07,ColdChain Express,VH-6382,4.1,9.3,7.8,30.1,delivered,RT-0191,4595.1,2024-03-29 17:55:07
SHP-000500,BAT-001590,WH-0098,OUT-0413,2023-09-29 08:45:14,2023-10-01 10:45:14,MedFreight Solutions,VH-1224,0.6,5.0,3.3,32.3,delivered,RT-0190,2613.5,2023-09-29 00:45:14
SHP-000501,BAT-002554,WH-0093,OUT-0083,2024-03-19 20:31:03,2024-03-23 20:31:03,MedRoute Global,VH-3537,0.8,4.0,2.1,46.2,delayed,RT-0134,4786.4,2024-03-19 00:31:03
SHP-000502,BAT-000946,WH-0023,OUT-0021,2024-12-01 12:53:42,2024-12-05 00:53:42,TempGuard Logistics,VH-3963,4.1,8.2,6.3,49.6,delivered,RT-0098,138.2,2024-12-01 11:53:42
SHP-000503,BAT-000504,WH-0079,OUT-0491,2023-02-02 04:55:51,2023-02-04 18:55:51,ColdChain Express,VH-3383,-0.6,3.1,1.6,58.7,rejected,RT-0014,3888.4,2023-02-01 23:55:51
SHP-000504,BAT-001313,WH-0049,OUT-0300,2024-05-03 10:46:15,2024-05-03 16:46:15,BioTransport Inc,VH-1046,-0.5,4.6,2.0,43.0,delivered,RT-0197,112.8,2024-05-02 18:46:15
SHP-000505,BAT-002167,WH-0027,OUT-0111,2025-11-22 20:58:23,2025-11-23 19:58:23,VitalMove Corp,VH-4614,3.9,11.0,7.2,61.0,delivered,RT-0121,445.6,2025-11-22 01:58:23
SHP-000506,BAT-002258,WH-0140,OUT-0335,2025-03-28 18:22:16,2025-03-30 05:22:16,MedRoute Global,VH-7208,-1.6,3.0,1.1,57.2,delivered,RT-0181,3793.6,2025-03-28 11:22:16
SHP-000507,BAT-002009,WH-0107,WH-0036,2025-02-25 16:20:16,2025-02-26 04:20:16,LifeLine Logistics,VH-6198,5.1,11.2,7.2,40.9,in_transit,RT-0033,4483.4,2025-02-25 02:20:16
SHP-000508,BAT-001562,WH-0137,WH-0090,2025-05-29 02:44:49,2025-05-29 08:44:49,VitalMove Corp,VH-4902,0.3,4.6,1.8,42.1,in_transit,RT-0021,2460.6,2025-05-28 08:44:49
SHP-000509,BAT-002797,WH-0048,OUT-0423,2025-06-30 07:33:24,2025-06-30 18:33:24,ArcticLine Shipping,VH-6559,7.8,10.8,9.1,66.0,delivered,RT-0042,3248.4,2025-06-29 17:33:24
SHP-000510,BAT-001260,WH-0110,OUT-0342,2025-10-04 14:32:32,2025-10-08 06:32:32,LifeLine Logistics,VH-9181,0.4,6.4,2.7,68.4,in_transit,RT-0034,2579.6,2025-10-03 18:32:32
